Matrix order, Jacobi Sequential, Jacobi Paralell, Seidel Sequential, Seidel Parallel, Seidel Unstable
436, 15.791180, 4.665980, 13.520070, 9.176040, 4.189960
437, 18.177350, 5.499240, 15.900940, 9.069660, 4.585410
438, 15.959010, 4.752600, 13.700150, 7.663240, 4.300350
439, 13.769370, 4.090340, 11.472400, 7.590840, 3.474390
440, 16.129060, 4.857980, 13.793290, 8.780150, 3.986470
441, 16.090910, 4.656050, 14.010310, 9.112190, 4.129290
442, 16.246010, 4.847760, 11.600810, 9.261730, 4.304620
443, 13.984070, 4.124420, 13.995810, 7.693550, 3.479570
444, 16.371390, 5.101800, 11.689730, 9.559420, 4.199050
445, 16.521700, 4.917230, 14.125240, 9.130950, 4.248340
446, 19.193500, 5.882610, 16.820460, 7.778040, 4.611940
447, 16.871110, 5.075230, 12.030190, 8.125450, 4.297170
448, 14.311100, 4.259650, 11.912730, 9.506350, 3.694000
449, 16.787800, 5.021840, 14.412230, 9.272030, 3.577220
450, 14.452430, 4.244910, 12.044040, 9.513260, 3.721050
451, 14.513840, 4.401120, 12.088410, 9.504380, 3.690120
452, 16.995440, 5.204810, 12.122740, 8.071290, 4.325580
453, 17.036010, 5.067310, 12.303560, 9.556830, 4.263780
454, 14.702870, 4.411090, 12.262620, 7.994230, 3.810020
455, 14.729600, 4.264090, 14.900580, 9.505390, 4.324510
456, 17.309160, 5.264790, 14.837150, 9.726290, 4.596020
457, 14.883000, 4.521890, 12.415000, 8.129800, 4.644270
458, 14.900000, 4.306820, 15.079270, 9.815500, 3.800160
459, 15.049910, 4.520100, 12.521200, 8.166430, 4.166790
460, 15.085220, 4.512380, 15.113480, 9.769610, 4.497410
461, 17.684130, 5.371510, 15.141010, 8.093450, 4.629060
462, 17.840540, 5.345630, 12.750440, 8.083060, 4.548160
463, 17.879010, 5.568600, 15.330970, 9.858210, 4.597480
464, 15.346180, 4.591220, 15.371070, 9.834290, 4.614920
465, 15.455490, 4.586660, 15.460910, 8.052660, 4.480490
466, 15.523790, 4.656050, 15.513710, 8.165860, 4.507160
467, 15.527300, 4.763320, 12.933600, 8.490720, 3.970100
468, 15.534000, 4.585990, 13.027390, 10.145710, 4.037310
469, 15.616830, 4.583510, 13.076480, 10.218250, 4.143070
470, 15.738420, 4.707180, 13.109350, 8.519230, 4.538370
471, 18.494100, 5.738270, 15.837320, 10.028240, 4.704080
472, 18.530610, 5.538150, 15.894630, 8.348310, 4.834610
473, 15.859130, 4.640110, 13.334930, 8.510030, 4.824900
474, 18.701840, 5.642080, 16.029800, 10.247380, 4.803940
475, 18.782560, 5.644470, 13.399570, 10.418580, 4.869830
476, 18.846560, 5.702950, 16.162280, 10.392940, 4.963140
477, 18.930560, 5.952540, 16.219470, 10.262890, 4.913020
478, 19.156530, 5.762580, 16.396550, 10.426560, 4.276490
479, 16.499380, 4.906670, 13.725090, 10.439170, 5.030190
480, 19.166190, 5.776050, 13.683810, 8.720900, 4.186730
481, 19.243400, 5.923090, 13.733080, 10.447270, 5.003080
482, 19.337210, 5.812210, 13.802730, 8.779070, 4.966930
483, 16.624980, 5.124860, 13.866680, 12.311920, 5.020620
484, 19.489530, 5.822150, 16.717110, 10.732630, 5.033140
485, 19.577690, 5.868080, 16.775330, 10.691780, 5.063420
486, 19.795330, 5.971340, 14.129790, 10.649970, 5.195400
487, 19.761170, 6.023850, 14.111890, 8.880300, 5.225530
488, 19.811910, 5.999770, 16.983690, 8.899860, 5.529330
489, 17.067260, 5.210670, 14.208030, 8.926350, 5.150790
490, 17.128980, 5.261810, 14.257010, 10.942030, 5.219580
491, 17.207630, 5.208030, 17.200830, 10.896750, 4.827710
492, 17.268370, 5.251870, 17.271160, 9.123060, 5.247640
493, 20.149500, 6.250470, 14.407000, 11.041430, 5.177930
494, 17.451190, 5.342800, 17.478470, 10.915930, 4.863360
495, 20.178260, 6.042030, 14.587420, 10.638500, 5.771990
496, 17.490950, 5.428730, 14.576950, 9.302310, 5.384400
497, 17.583460, 5.553130, 17.588000, 11.102350, 5.188010
498, 20.274270, 6.288180, 14.701680, 9.345000, 5.418480
499, 17.702900, 5.300510, 17.734060, 11.448190, 5.408620
500, 20.358940, 6.315760, 17.825060, 11.371470, 4.522900
501, 17.844130, 5.272160, 17.864350, 11.608780, 4.999880
502, 17.919490, 5.597700, 17.946400, 9.396280, 5.784220
503, 20.541670, 6.585330, 20.528220, 9.654900, 5.570280
504, 18.056430, 5.435190, 15.055200, 9.501000, 5.414170
505, 18.130420, 5.472920, 15.120380, 9.444670, 4.630360
506, 18.200710, 5.608560, 18.214430, 11.581530, 5.669490
507, 22.628180, 7.247230, 18.268500, 10.204360, 5.393440
508, 20.788630, 6.573770, 18.374780, 9.673940, 5.682950
509, 22.753880, 7.215490, 20.564570, 10.184960, 6.322710
510, 24.419660, 7.308690, 22.093200, 11.167550, 5.329120
511, 24.467560, 7.616200, 22.048100, 13.014320, 6.596420
512, 20.983470, 6.543120, 15.537860, 11.768460, 4.915100
513, 18.706390, 5.857220, 18.721190, 9.987830, 4.836280
514, 18.786480, 5.716800, 15.661130, 9.946170, 4.858910
515, 18.849450, 6.028390, 18.870800, 12.250610, 5.627390
516, 18.927760, 5.948030, 18.951480, 12.094350, 4.834210
517, 21.251570, 6.688070, 19.026370, 13.719220, 4.960360
518, 21.315570, 6.931790, 15.925900, 10.033300, 5.926640
519, 19.177930, 5.888000, 15.985640, 9.974210, 5.030690
520, 19.213200, 5.913980, 19.234430, 12.339260, 4.914860
521, 23.477560, 7.738620, 21.508450, 10.042650, 6.901070
522, 21.518440, 6.781150, 19.412220, 11.964010, 4.981560
523, 19.439070, 6.127560, 19.451050, 12.389470, 4.892250
524, 21.604340, 7.013320, 19.541090, 12.033440, 6.117530
525, 19.586910, 6.280280, 19.603350, 12.313730, 5.108390
526, 19.698600, 6.211500, 19.737410, 10.357920, 6.144630
527, 21.812940, 7.143790, 19.802640, 12.168950, 6.159920
528, 19.814690, 8.032150, 19.785320, 12.740720, 4.955780
529, 19.835660, 6.126700, 19.860070, 10.619640, 6.002400
530, 21.955430, 7.347850, 19.913880, 12.226030, 6.336670
531, 22.011010, 7.218580, 19.986740, 12.405840, 6.205950
532, 19.969560, 6.221050, 16.779360, 10.521350, 6.071900
533, 20.032970, 6.296390, 16.836830, 12.835280, 5.292790
534, 22.186560, 7.049640, 20.124400, 12.482760, 6.173310
535, 20.131940, 6.033850, 20.133740, 10.976810, 6.079790
536, 22.321730, 7.173840, 22.376230, 10.601070, 6.250240
537, 22.380080, 7.517590, 20.274370, 10.457020, 7.339180
538, 20.293390, 6.299050, 17.181960, 10.649510, 5.368930
539, 22.445460, 7.459570, 20.368580, 12.762310, 6.487690
540, 20.363360, 6.323930, 20.383660, 12.774980, 6.386060
541, 20.396720, 6.664770, 17.358240, 10.819710, 5.425160
542, 20.552850, 6.364240, 20.578700, 12.902840, 5.853490
543, 22.828270, 7.548930, 20.664200, 12.969570, 6.522740
544, 22.731130, 7.407150, 22.827570, 13.147050, 6.490620
545, 22.832160, 7.269760, 20.699710, 10.591990, 6.531860
546, 20.658630, 6.627590, 17.678040, 11.088560, 5.529520
547, 22.939800, 7.661570, 20.740580, 13.110920, 6.483840
548, 22.942740, 7.873810, 20.844490, 12.825170, 5.992160
549, 20.870130, 6.728440, 20.848790, 12.943970, 6.397340
550, 20.903070, 6.417150, 17.961550, 11.403130, 6.449520
551, 23.211830, 7.829100, 20.981150, 13.099320, 6.064440
552, 23.240350, 7.694060, 21.002540, 11.186820, 6.628380
553, 23.321140, 7.793000, 21.052520, 11.201640, 6.586140
554, 21.054470, 6.704690, 18.210310, 13.305840, 6.709720
555, 21.161990, 6.622240, 21.160420, 13.415490, 5.954190
556, 21.159500, 6.637520, 18.348280, 11.083420, 6.670810
557, 21.175930, 6.733550, 18.410410, 13.450340, 5.790380
558, 23.547300, 7.833160, 21.401100, 11.256160, 6.701080
559, 23.618310, 7.937740, 21.367330, 13.664560, 6.881160
560, 28.242670, 10.292090, 23.630580, 13.568870, 8.208080
561, 23.692370, 8.008220, 21.438330, 13.744800, 6.858340
562, 23.780680, 7.757160, 21.573810, 11.354350, 7.063130
563, 23.809490, 8.259440, 21.565300, 13.678370, 7.068130
564, 23.892110, 8.096980, 21.584620, 13.822840, 6.946310
565, 21.610450, 6.829250, 21.636960, 13.710830, 6.009160
566, 24.123400, 8.231040, 21.724870, 14.079820, 7.055980
567, 24.101140, 8.173480, 21.831740, 11.540000, 7.151980
568, 21.720970, 7.023960, 19.136380, 11.389600, 6.083300
569, 21.812180, 7.086600, 21.858450, 13.729390, 6.488190
570, 21.827690, 7.269690, 19.275010, 11.578430, 6.592150
571, 21.866230, 7.202560, 19.335020, 11.761440, 7.073730
572, 24.294330, 8.371680, 19.415130, 16.444870, 6.480490
573, 21.980260, 7.215930, 19.476690, 11.710260, 6.323720
574, 24.651300, 8.421690, 22.305640, 14.397070, 7.425550
575, 24.735700, 8.818920, 22.428480, 12.170410, 7.177720
576, 22.117140, 7.065010, 19.662880, 13.776620, 7.936120
577, 24.659780, 8.367750, 19.761230, 11.748580, 6.374740
578, 22.263540, 7.088250, 19.818460, 13.887530, 7.733560
579, 24.771590, 8.613020, 19.862280, 14.366370, 7.432700
580, 24.821340, 8.410370, 22.460850, 14.433560, 6.272490
581, 24.839120, 8.476830, 19.973500, 12.070270, 6.395810
582, 25.016050, 8.702150, 20.053220, 12.071210, 7.461240
583, 25.010280, 8.747430, 22.565060, 14.593780, 7.632200
584, 22.559070, 7.486440, 22.610390, 12.217660, 7.355520
585, 25.044360, 8.985180, 22.637970, 14.708370, 7.747250
586, 22.655070, 7.531530, 20.180270, 11.877200, 7.530240
587, 25.172580, 8.941190, 22.732530, 14.740490, 7.648330
588, 25.282860, 8.681410, 20.289420, 14.881200, 7.608700
589, 25.397920, 9.073040, 22.823030, 12.437050, 9.000340
590, 25.423020, 8.886550, 22.976500, 12.353300, 7.781600
591, 22.953440, 7.623560, 20.456070, 12.317580, 6.480110
592, 25.509480, 8.999960, 20.450350, 14.953210, 7.854330
593, 25.638590, 8.871580, 23.119350, 15.060360, 7.676470
594, 25.655130, 9.058790, 23.142280, 12.712960, 7.712730
595, 23.194790, 7.909960, 23.235890, 12.471390, 6.675240
596, 23.161910, 7.488840, 23.181780, 14.956370, 7.038450
597, 23.258820, 7.752780, 23.310240, 15.254900, 7.909420
598, 23.332110, 7.890640, 23.334090, 15.281940, 7.262050
599, 26.045230, 9.799060, 23.464830, 16.704440, 7.993350
600, 23.428490, 7.730010, 20.804550, 12.690000, 6.663470
601, 26.198090, 9.029000, 23.497040, 12.581060, 7.900480
602, 26.178000, 9.318810, 23.545210, 12.714040, 7.019610
603, 23.571150, 8.004170, 23.556140, 15.829870, 7.995090
604, 26.264320, 9.267990, 23.700670, 15.398760, 8.371570
605, 23.669270, 8.148790, 23.733430, 15.574980, 8.058980
606, 26.638610, 9.269250, 23.892550, 13.023680, 6.849220
607, 26.720730, 9.223570, 21.237160, 15.537430, 8.297440
608, 23.883410, 8.197140, 23.921490, 13.085940, 8.315540
609, 24.027390, 8.134820, 21.231440, 15.799080, 8.084030
610, 26.812520, 9.511400, 24.096840, 15.745650, 8.084930
611, 24.097080, 8.118790, 24.112570, 15.822630, 7.584930
612, 26.859830, 9.609240, 24.111590, 13.285130, 8.383620
613, 24.135330, 8.148960, 24.237670, 16.036490, 7.031900
614, 24.154450, 8.269780, 21.439910, 15.955450, 7.203510
615, 27.074550, 9.761850, 24.290920, 16.225210, 7.817770
616, 24.281330, 8.231300, 21.491390, 13.440860, 8.334080
617, 27.165110, 9.796000, 24.437570, 16.201860, 8.498450
618, 24.418440, 8.139850, 21.645000, 13.699940, 7.572270
619, 24.495330, 8.350370, 24.571960, 13.466450, 8.432300
620, 27.294190, 9.706480, 24.521400, 16.515970, 8.539980
621, 24.594840, 8.457740, 21.767800, 16.416970, 7.223270
622, 24.654270, 8.570870, 21.814360, 16.302630, 7.464820
623, 24.748340, 8.386340, 21.902260, 16.306550, 8.376300
624, 27.627630, 9.911490, 21.911890, 13.445390, 7.114870
625, 24.784320, 8.697520, 21.890940, 13.730230, 7.391950
626, 30.374060, 10.793560, 28.049750, 16.712910, 9.014150
627, 27.775610, 10.164670, 24.908280, 16.879350, 8.742140
628, 27.817020, 10.196980, 24.992850, 17.065490, 8.767080
629, 25.039040, 8.601890, 22.139820, 16.768590, 7.348780
630, 25.054930, 8.947700, 22.218680, 13.978440, 7.624210
631, 25.131180, 8.586650, 22.355130, 16.723660, 8.897790
632, 28.145370, 10.290880, 22.306430, 14.113460, 8.361720
633, 25.242730, 8.785950, 25.246640, 17.048270, 8.845630
634, 25.242550, 9.027460, 22.324170, 14.036400, 7.753760
635, 28.268080, 10.284910, 25.411800, 17.129900, 8.513780
636, 28.383450, 10.447780, 25.447570, 14.119560, 9.059880
637, 28.391680, 10.315160, 25.506150, 17.545430, 8.077820
638, 26.079540, 9.057250, 23.108650, 14.600280, 7.727760
639, 26.056520, 9.048040, 23.001960, 17.506560, 8.559990
640, 25.686700, 8.851630, 22.647900, 14.227270, 8.053740
641, 28.754310, 10.508670, 22.681780, 17.129480, 9.116790
642, 25.753980, 8.902600, 22.809090, 14.319270, 7.632180
643, 28.782560, 11.024130, 25.818610, 17.755090, 9.254410
644, 28.836200, 10.670160, 22.835550, 14.422510, 8.033500
645, 28.848420, 10.711180, 22.840330, 21.889470, 8.785200
646, 26.163700, 9.227530, 26.064650, 17.543650, 9.032430
647, 26.251980, 9.117410, 23.197430, 14.444360, 9.258770
648, 26.275790, 9.156850, 26.236370, 17.581880, 8.676030
649, 26.398720, 9.215190, 23.302410, 17.470900, 9.478200
650, 29.046670, 10.209850, 26.331730, 17.892590, 8.850330
651, 26.507430, 9.216180, 23.329660, 17.598250, 7.976630
652, 26.522170, 9.171770, 23.394120, 17.651330, 7.900700
653, 26.498050, 9.365540, 26.470350, 17.771180, 8.052300
654, 26.604000, 9.393210, 23.496350, 17.782030, 9.386250
655, 26.688880, 9.686470, 23.501650, 17.634330, 7.858810
656, 26.680650, 9.517790, 26.693550, 14.918740, 9.700930
657, 26.703980, 9.533720, 26.678220, 18.470590, 9.815480
658, 29.816430, 11.227570, 26.678040, 15.510180, 8.301510
659, 29.887720, 11.495890, 23.481500, 18.416470, 8.564920
660, 27.773760, 10.616350, 24.129450, 22.742660, 9.972980
661, 28.379270, 9.736280, 28.568520, 15.689120, 9.881650
662, 28.935260, 10.098690, 24.726360, 18.690020, 8.315540
663, 28.555190, 10.022360, 24.808130, 20.285460, 8.332950
664, 28.867480, 10.174550, 25.101060, 19.599950, 10.568790
665, 32.891450, 12.172400, 29.020870, 19.474720, 9.697750
666, 27.892600, 9.284920, 24.435840, 22.587630, 8.378270
667, 28.196190, 9.894150, 24.575640, 17.501370, 9.538250
668, 27.504260, 9.746040, 24.140600, 16.612300, 10.657970
669, 30.472610, 13.306000, 24.038830, 15.464920, 9.431800
670, 27.401940, 10.267060, 27.398710, 16.751270, 10.193620
671, 27.500690, 12.064390, 27.546460, 16.417990, 10.455710
672, 27.502870, 11.570970, 27.435270, 17.355890, 9.307030
673, 27.586120, 9.846200, 24.266090, 15.658180, 8.594270
674, 37.716420, 14.786990, 31.009840, 18.380580, 11.291510
675, 31.265050, 11.637330, 27.949780, 18.290790, 9.918450
676, 27.719760, 10.272970, 24.383070, 19.061470, 8.774910
677, 30.845080, 11.058120, 24.493190, 17.123820, 9.412320
678, 27.860910, 10.277070, 24.542460, 15.936190, 8.838360
679, 27.734570, 10.305740, 24.508780, 20.938960, 9.880260
680, 31.571570, 11.768890, 28.133320, 18.770130, 10.023660
681, 27.774430, 9.558770, 28.705030, 18.510520, 9.569010
682, 28.080490, 10.384270, 24.702350, 15.920760, 10.247660
683, 27.907670, 9.631300, 28.551780, 18.646340, 9.743050
684, 28.068570, 10.165730, 24.682300, 20.302900, 9.834590
685, 31.690600, 11.897770, 28.236330, 22.215380, 11.230970
686, 28.297620, 10.239840, 24.954130, 16.413650, 9.077210
687, 28.188430, 9.754530, 29.191210, 18.796220, 8.145940
688, 32.118220, 12.001820, 28.649350, 19.124850, 9.450230
689, 28.547300, 12.778370, 25.021260, 19.758220, 8.499650
690, 35.866480, 13.962980, 32.316690, 16.263670, 10.479910
691, 28.388190, 9.854370, 25.440030, 20.362930, 9.031390
692, 28.886850, 10.240690, 28.898270, 18.967550, 9.367300
693, 28.798430, 10.445240, 25.199330, 16.949180, 9.674210
694, 28.579120, 9.996280, 25.434670, 20.382530, 8.458780
695, 28.647310, 9.983010, 25.865650, 19.279920, 10.059540
696, 32.660820, 12.256690, 29.192280, 19.473830, 10.562710
697, 32.822700, 12.255920, 25.633650, 15.916740, 10.258380
698, 28.998600, 10.857420, 25.450950, 17.606580, 9.345010
699, 32.853730, 12.578630, 29.272350, 22.760550, 10.027060
700, 29.355580, 10.810560, 29.387840, 19.382550, 10.438140
701, 28.990730, 10.899240, 25.639630, 19.011280, 8.572810
702, 29.327220, 10.251600, 26.760230, 16.254780, 10.408320
703, 33.469570, 12.678610, 29.817390, 16.701240, 10.823260
704, 33.271490, 12.724400, 29.763320, 16.439780, 10.814620
705, 33.377460, 12.724940, 29.713770, 19.661040, 10.826960
706, 30.055910, 10.452500, 26.087960, 19.210430, 8.761730
707, 29.855130, 10.840840, 29.825400, 19.702740, 10.873590
708, 29.725910, 12.008260, 26.044620, 15.696510, 8.615590
709, 30.012110, 10.911700, 29.937660, 16.429530, 10.830400
710, 33.658770, 12.914340, 29.986800, 20.184290, 11.032240
711, 30.917110, 10.767460, 26.014390, 15.963860, 10.639760
712, 30.486150, 11.363990, 26.290300, 15.828910, 8.721950
713, 29.692190, 10.469460, 26.831800, 16.996810, 8.761250
714, 41.387260, 16.671410, 33.973310, 16.706150, 12.628970
715, 34.008720, 12.953180, 30.379430, 17.007260, 11.179470
716, 29.874390, 10.604940, 27.422910, 16.275730, 8.833070
717, 30.362140, 11.147690, 30.409610, 17.030280, 10.689070
718, 34.348890, 13.147640, 26.775140, 20.426050, 11.152350
719, 30.654310, 11.301030, 26.963330, 16.775260, 11.087370
720, 30.683190, 11.327230, 26.778540, 17.038070, 11.276640
721, 34.397850, 13.371100, 30.644650, 20.344640, 11.411890
722, 30.765510, 11.334350, 30.841040, 17.062370, 9.894650
723, 30.934370, 11.499500, 27.164040, 17.272950, 11.000880
724, 31.093460, 11.427790, 27.159430, 17.015910, 9.461730
725, 34.758590, 13.321830, 27.002400, 17.313090, 11.131350
726, 38.873660, 15.364360, 31.137160, 17.488190, 11.568330
727, 31.219710, 11.659150, 27.163910, 17.537550, 11.348910
728, 31.204560, 11.937970, 31.384460, 18.041370, 11.638570
729, 35.083660, 13.872860, 31.271400, 21.378780, 11.974060
730, 42.965930, 17.640160, 35.064010, 21.395770, 13.790520
731, 31.248620, 11.896970, 27.474660, 21.375950, 10.687820
732, 31.372520, 11.761350, 27.446540, 21.346530, 10.021350
733, 31.489040, 11.800740, 27.393940, 17.650710, 9.749790
734, 31.701750, 12.086260, 27.622130, 21.565430, 10.802860
735, 35.590260, 14.017530, 31.726480, 18.068150, 10.970390
736, 35.681190, 14.007610, 27.633470, 17.868330, 10.500930
737, 31.742630, 12.166550, 27.784930, 21.908590, 12.137400
738, 31.873350, 12.197790, 27.880270, 18.319380, 11.919110
739, 35.940210, 14.275830, 27.807440, 18.164720, 10.724550
740, 31.849420, 12.177550, 31.830410, 21.888150, 12.114420
741, 31.950450, 13.126190, 31.925110, 19.082950, 12.184140
742, 40.031100, 16.111770, 35.955070, 21.922130, 12.988180
743, 36.143940, 14.426700, 32.046560, 21.765500, 12.519600
744, 32.078960, 12.283730, 28.023430, 18.035330, 10.291000
745, 36.261590, 14.208270, 32.155470, 18.436750, 12.233680
746, 32.304230, 12.392760, 28.195510, 21.955290, 12.313930
747, 32.328340, 12.264370, 28.119010, 21.938620, 10.259300
748, 36.591810, 14.408990, 32.386820, 22.386160, 12.391960
749, 32.301170, 12.346150, 32.516120, 22.238700, 12.343650
750, 32.529010, 12.335650, 28.352960, 18.170780, 12.577270
751, 32.633240, 12.433000, 32.622310, 21.934230, 10.719230
752, 32.576280, 12.322270, 32.820110, 21.966770, 12.648060
753, 32.753660, 12.445470, 28.577340, 22.056870, 10.461120
754, 32.803460, 12.547930, 28.631070, 22.046270, 10.574650
755, 32.852120, 12.452160, 28.682760, 18.472260, 10.433750
756, 32.964190, 12.577200, 28.780420, 22.184400, 10.529150
757, 33.059400, 12.613760, 28.874440, 19.029840, 12.131430
758, 37.448780, 14.690450, 29.192400, 18.779420, 12.835730
759, 33.235160, 12.837190, 29.029720, 22.471110, 12.720220
760, 37.455150, 15.328750, 33.168940, 18.551310, 12.735730
761, 37.502520, 14.923280, 33.341850, 22.466640, 12.796110
762, 33.531310, 13.021520, 33.666230, 23.014700, 12.898560
763, 33.440620, 12.976960, 33.495200, 22.793330, 13.118860
764, 33.477340, 12.855640, 29.186540, 18.690960, 12.769610
765, 37.856230, 14.017520, 32.787250, 19.875800, 13.512420
766, 35.235570, 13.536100, 35.371440, 21.209190, 14.061690
767, 39.286720, 14.720380, 39.433970, 20.920190, 14.124830
768, 33.717490, 13.152210, 33.830590, 23.743030, 12.912380
769, 37.987910, 15.430280, 29.388540, 19.261380, 13.115800
770, 33.941590, 13.177780, 29.460670, 23.225080, 10.912590
771, 34.004430, 13.253860, 33.999610, 23.887500, 13.263800
772, 34.330240, 13.380370, 34.242610, 23.870120, 13.181580
773, 38.395200, 15.264920, 29.586540, 23.546890, 13.059380
774, 34.326840, 13.553270, 29.924390, 20.176900, 12.400440
775, 34.232540, 13.432350, 29.904280, 19.903960, 11.435950
776, 34.219140, 13.548890, 29.751950, 23.828290, 10.979650
777, 34.274930, 13.479840, 29.988830, 19.721070, 11.396540
778, 34.341780, 13.392290, 30.013550, 19.820350, 11.231770
779, 34.455430, 13.430440, 30.049340, 23.833950, 13.466930
780, 39.004300, 15.620900, 34.588170, 19.840720, 13.509240
781, 34.708370, 13.074200, 34.720280, 23.650330, 10.807510
782, 34.726980, 13.438190, 30.308970, 19.711550, 11.160700
783, 34.778380, 13.623540, 34.851630, 19.800370, 12.441310
784, 39.315040, 15.580120, 30.417630, 19.186330, 12.014720
785, 39.270730, 15.771780, 34.997470, 19.891650, 13.220240
786, 39.424170, 15.788900, 35.023450, 19.906890, 13.177930
787, 44.157410, 18.300030, 35.104340, 19.830600, 13.607230
788, 39.662270, 15.752010, 30.510390, 19.633210, 12.373270
789, 35.264630, 13.581630, 30.557270, 23.996670, 11.425340
790, 39.970930, 16.383660, 30.664020, 24.272870, 13.218450
791, 39.946460, 16.332970, 35.334440, 20.211040, 11.464780
792, 35.384730, 13.922330, 30.804820, 20.592050, 13.773830
793, 35.444600, 13.777850, 35.474020, 19.907190, 11.755960
794, 35.571890, 13.664940, 35.627950, 20.359950, 13.665260
795, 40.247790, 16.480130, 35.730580, 20.261800, 11.621050
796, 35.803400, 13.856090, 31.132690, 24.639090, 11.682210
797, 35.963640, 13.888150, 35.898090, 20.464420, 11.746040
798, 36.177320, 14.278800, 31.443540, 20.683680, 12.545660
799, 40.941760, 16.611060, 36.175130, 24.782210, 12.089540
800, 36.362330, 14.407780, 31.402950, 21.195400, 12.063120
801, 40.928550, 16.467920, 36.109230, 20.493430, 12.254390
802, 40.963950, 16.683370, 31.463070, 20.688320, 14.215120
803, 40.002170, 16.378100, 39.660210, 22.243590, 16.138490
804, 36.195470, 14.258680, 36.281480, 20.799770, 14.296520
805, 36.192010, 14.216000, 36.306340, 21.196420, 12.179860
806, 36.558030, 14.451350, 31.685380, 20.885270, 14.410660
807, 36.409770, 14.506340, 36.497440, 25.196300, 14.779540
